bcr,rep,species,dissim,ks_cmi,ks_gpp,ks_led,bc_lcc
BCR4,1,deciduousbirds,0.322,0.192,0.069,0.034,0.097
BCR4,1,deciduousbirds,0.071,0.093,0.119,0.013,0.149
BCR4,1,deciduousbirds,0.219,0.09,0.108,0.075,0.2
BCR4,1,deciduousbirds,0.149,0.125,0.075,0.075,0.145
BCR4,1,deciduousbirds,0.163,0.06,0.094,0.075,0.126
BCR4,1,deciduousbirds,0.463,0.085,0.041,0.069,0.144
BCR4,1,deciduousbirds,0.145,0.08,0.107,0.028,0.189
BCR4,1,deciduousbirds,0.311,0.092,0.106,0.047,0.184
BCR4,1,deciduousbirds,0.179,0.103,0.143,0.038,0.171
BCR4,1,deciduousbirds,0.219,0.064,0.174,0.048,0.155
BCR4,1,deciduousbirds,0.257,0.065,0.045,0.057,0.097
BCR4,1,deciduousbirds,0.366,0.093,0.044,0.075,0.133
BCR4,1,deciduousbirds,0.166,0.045,0.113,0.037,0.143
BCR4,1,deciduousbirds,0.138,0.154,0.095,0.038,0.132
BCR4,1,deciduousbirds,0.179,0.119,0.09,0.075,0.136
BCR4,1,deciduousbirds,0.098,0.061,0.046,0.107,0.115
BCR4,1,deciduousbirds,0.136,0.074,0.063,0.068,0.086
BCR4,1,deciduousbirds,0.167,0.088,0.135,0.075,0.1
BCR4,1,deciduousbirds,0.158,0.079,0.058,0.075,0.154
BCR4,1,deciduousbirds,0.244,0.036,0.063,0.03,0.107
BCR4,1,deciduousbirds,0.213,0.059,0.14,0.033,0.129
BCR4,1,deciduousbirds,0.189,0.057,0.063,0.017,0.137
BCR4,1,deciduousbirds,0.316,0.099,0.074,0.017,0.132
BCR4,1,deciduousbirds,0.092,0.082,0.072,0.075,0.092
BCR4,1,deciduousbirds,0.101,0.109,0.105,0.075,0.187
BCR4,1,deciduousbirds,0.31,0.042,0.084,0.061,0.139
BCR4,1,deciduousbirds,0.321,0.082,0.129,0.031,0.171
BCR4,1,deciduousbirds,0.18,0.109,0.093,0.075,0.182
BCR4,1,deciduousbirds,0.148,0.053,0.061,0.083,0.09
BCR4,1,deciduousbirds,0.261,0.093,0.081,0.042,0.19
BCR4,1,deciduousbirds,0.288,0.111,0.118,0.039,0.158
BCR4,1,deciduousbirds,0.165,0.159,0.148,0.086,0.193
BCR4,1,deciduousbirds,0.221,0.2,0.12,0.075,0.161
BCR4,1,deciduousbirds,0.189,0.096,0.06,0.034,0.11
BCR4,1,deciduousbirds,0.217,0.087,0.078,0.075,0.077
BCR4,1,deciduousbirds,0.178,0.107,0.106,0.075,0.096
BCR4,1,deciduousbirds,0.34,0.18,0.096,0.037,0.144
BCR4,1,deciduousbirds,0.194,0.099,0.123,0.031,0.148
BCR4,1,deciduousbirds,0.468,0.087,0.052,0.068,0.141
BCR4,1,deciduousbirds,0.217,0.087,0.156,0.069,0.139
BCR4,1,deciduousbirds,0.249,0.135,0.052,0.075,0.187
BCR4,1,deciduousbirds,0.243,0.051,0.042,0.075,0.141
BCR4,1,deciduousbirds,0.311,0.057,0.068,0.052,0.142
BCR4,1,deciduousbirds,0.269,0.15,0.086,0.075,0.101
BCR4,1,deciduousbirds,0.227,0.122,0.072,0.075,0.193
BCR4,1,deciduousbirds,0.316,0.057,0.097,0.04,0.109
BCR4,1,deciduousbirds,0.115,0.145,0.084,0.034,0.089
BCR4,1,deciduousbirds,0.228,0.139,0.088,0.098,0.127
BCR4,1,deciduousbirds,0.213,0.078,0.099,0.116,0.094
BCR4,1,deciduousbirds,0.316,0.143,0.066,0.038,0.121
BCR4,1,deciduousbirds,0.192,0.081,0.083,0.076,0.105
BCR4,1,deciduousbirds,0.293,0.061,0.103,0.022,0.157
BCR4,1,deciduousbirds,0.25,0.071,0.072,0.051,0.061
BCR4,1,deciduousbirds,0.319,0.136,0.139,0.017,0.118
BCR4,1,deciduousbirds,0.192,0.106,0.131,0.175,0.146
BCR4,1,deciduousbirds,0.196,0.07,0.067,0.037,0.119
BCR4,1,deciduousbirds,0.189,0.125,0.182,0.023,0.195
BCR4,1,deciduousbirds,0.217,0.077,0.076,0.016,0.165
BCR4,1,deciduousbirds,0.382,0.079,0.085,0.037,0.118
BCR4,1,deciduousbirds,0.111,0.084,0.076,0.024,0.08
BCR4,1,deciduousbirds,0.198,0.11,0.092,0.075,0.093
BCR4,1,deciduousbirds,0.123,0.144,0.09,0.034,0.106
BCR4,1,deciduousbirds,0.208,0.079,0.108,0.081,0.152
BCR4,1,deciduousbirds,0.253,0.086,0.102,0.038,0.124
BCR4,1,deciduousbirds,0.168,0.053,0.066,0.093,0.084
BCR4,1,deciduousbirds,0.199,0.108,0.081,0.038,0.136
BCR4,1,deciduousbirds,0.11,0.148,0.088,0.075,0.068
BCR4,1,deciduousbirds,0.139,0.044,0.096,0.075,0.196
BCR4,1,deciduousbirds,0.241,0.114,0.084,0.038,0.105
BCR4,1,deciduousbirds,0.095,0.086,0.065,0.075,0.107
BCR4,1,deciduousbirds,0.139,0.081,0.061,0.075,0.142
BCR4,1,deciduousbirds,0.169,0.067,0.081,0.075,0.122
BCR4,1,deciduousbirds,0.314,0.053,0.118,0.039,0.138
BCR4,1,deciduousbirds,0.207,0.078,0.065,0.012,0.085
BCR4,1,deciduousbirds,0.422,0.134,0.081,0.075,0.077
BCR4,1,deciduousbirds,0.394,0.077,0.04,0.038,0.153
BCR4,1,deciduousbirds,0.117,0.118,0.098,0.075,0.075
BCR4,1,deciduousbirds,0.2,0.046,0.092,0.075,0.188
BCR4,1,deciduousbirds,0.18,0.086,0.154,0.031,0.17
BCR4,1,deciduousbirds,0.214,0.075,0.067,0.069,0.136
BCR4,1,deciduousbirds,0.119,0.072,0.066,0.075,0.053
BCR4,1,deciduousbirds,0.228,0.088,0.103,0.027,0.2
BCR4,1,deciduousbirds,0.13,0.094,0.103,0.075,0.133
BCR4,1,deciduousbirds,0.167,0.057,0.094,0.025,0.182
BCR4,1,deciduousbirds,0.167,0.072,0.046,0.023,0.134
BCR4,1,deciduousbirds,0.11,0.1,0.086,0.075,0.066
BCR4,1,deciduousbirds,0.304,0.12,0.034,0.075,0.09
BCR4,1,deciduousbirds,0.142,0.12,0.118,0.075,0.179
BCR4,1,deciduousbirds,0.151,0.08,0.103,0.01,0.118
BCR4,1,deciduousbirds,0.188,0.08,0.09,0.048,0.157
BCR4,1,deciduousbirds,0.18,0.091,0.074,0.037,0.146
BCR4,1,deciduousbirds,0.089,0.09,0.131,0.075,0.198
BCR4,1,deciduousbirds,0.227,0.07,0.049,0.075,0.148
BCR4,1,deciduousbirds,0.272,0.104,0.071,0.036,0.093
BCR4,1,deciduousbirds,0.338,0.074,0.079,0.035,0.179
BCR4,1,deciduousbirds,0.476,0.123,0.078,0.1,0.129
BCR4,1,deciduousbirds,0.184,0.054,0.075,0.075,0.135
BCR4,1,deciduousbirds,0.272,0.051,0.064,0.042,0.182
BCR4,1,deciduousbirds,0.223,0.09,0.072,0.015,0.109
BCR4,1,deciduousbirds,0.138,0.111,0.082,0.075,0.178
BCR4,1,deciduousbirds,0.216,0.106,0.081,0.038,0.151
BCR4,1,deciduousbirds,0.137,0.093,0.121,0.065,0.12
BCR4,1,deciduousbirds,0.2,0.054,0.029,0.075,0.08
BCR4,1,deciduousbirds,0.271,0.101,0.084,0.018,0.172
BCR4,1,deciduousbirds,0.224,0.184,0.034,0.055,0.098
BCR4,1,deciduousbirds,0.357,0.098,0.071,0.131,0.166
BCR4,1,deciduousbirds,0.187,0.059,0.079,0.049,0.15
BCR4,1,deciduousbirds,0.202,0.193,0.034,0.075,0.142
BCR4,1,deciduousbirds,0.216,0.188,0.145,0.079,0.199
BCR4,1,deciduousbirds,0.28,0.061,0.097,0.016,0.161
BCR4,1,deciduousbirds,0.333,0.135,0.085,0.046,0.113
BCR4,1,deciduousbirds,0.269,0.051,0.08,0.048,0.059
BCR4,1,deciduousbirds,0.366,0.111,0.092,0.009,0.122
BCR4,1,deciduousbirds,0.285,0.148,0.125,0.057,0.125
BCR4,1,deciduousbirds,0.167,0.084,0.108,0.031,0.108
BCR4,1,deciduousbirds,0.132,0.085,0.115,0.03,0.082
BCR4,1,deciduousbirds,0.202,0.07,0.066,0.075,0.17
BCR4,1,deciduousbirds,0.176,0.119,0.101,0.047,0.166
BCR4,1,deciduousbirds,0.325,0.043,0.1,0.068,0.073
BCR4,1,deciduousbirds,0.08,0.083,0.142,0.075,0.174
BCR4,1,deciduousbirds,0.159,0.084,0.062,0.075,0.114
BCR4,1,deciduousbirds,0.46,0.11,0.057,0.124,0.133
BCR4,1,deciduousbirds,0.16,0.104,0.081,0.038,0.125
BCR4,1,deciduousbirds,0.206,0.088,0.116,0.02,0.173
BCR4,1,deciduousbirds,0.185,0.117,0.11,0.059,0.108
BCR4,1,deciduousbirds,0.195,0.09,0.122,0.057,0.167
BCR4,1,deciduousbirds,0.243,0.084,0.077,0.037,0.124
BCR4,1,deciduousbirds,0.18,0.04,0.13,0.075,0.18
BCR4,1,deciduousbirds,0.228,0.067,0.052,0.18,0.098
BCR4,1,deciduousbirds,0.145,0.035,0.049,0.075,0.109
BCR4,1,deciduousbirds,0.214,0.077,0.059,0.075,0.108
BCR4,1,deciduousbirds,0.237,0.073,0.073,0.075,0.122
BCR4,1,deciduousbirds,0.295,0.154,0.167,0.025,0.159
BCR4,1,deciduousbirds,0.27,0.104,0.111,0.054,0.144
BCR4,1,deciduousbirds,0.224,0.125,0.138,0.075,0.141
BCR4,1,deciduousbirds,0.385,0.133,0.089,0.075,0.126
BCR4,1,deciduousbirds,0.395,0.061,0.061,0.037,0.192
BCR4,1,deciduousbirds,0.172,0.131,0.129,0.025,0.161
BCR4,1,deciduousbirds,0.169,0.155,0.096,0.031,0.116
BCR4,1,deciduousbirds,0.31,0.057,0.08,0.075,0.085
BCR4,1,deciduousbirds,0.134,0.099,0.053,0.034,0.089
BCR4,1,deciduousbirds,0.287,0.121,0.084,0.075,0.098
BCR4,1,deciduousbirds,0.178,0.147,0.086,0.034,0.114
BCR4,1,deciduousbirds,0.258,0.114,0.075,0.057,0.177
BCR4,1,deciduousbirds,0.208,0.072,0.054,0.028,0.127
BCR4,1,deciduousbirds,0.166,0.097,0.057,0.075,0.165
BCR4,1,deciduousbirds,0.369,0.079,0.121,0.072,0.133
BCR4,1,deciduousbirds,0.267,0.099,0.038,0.071,0.148
BCR4,1,deciduousbirds,0.234,0.108,0.09,0.075,0.08
BCR4,1,deciduousbirds,0.285,0.152,0.123,0.057,0.125
BCR4,1,deciduousbirds,0.307,0.084,0.032,0.037,0.106
BCR4,1,deciduousbirds,0.239,0.12,0.071,0.075,0.142
BCR4,1,deciduousbirds,0.235,0.112,0.114,0.045,0.102
BCR4,1,deciduousbirds,0.251,0.127,0.097,0.048,0.096
BCR4,1,deciduousbirds,0.241,0.119,0.095,0.048,0.101
BCR4,1,deciduousbirds,0.2,0.09,0.103,0.042,0.102
BCR4,1,deciduousbirds,0.183,0.062,0.063,0.024,0.103
BCR4,1,deciduousbirds,0.271,0.051,0.114,0.025,0.111
BCR4,1,deciduousbirds,0.262,0.059,0.13,0.025,0.12
BCR4,1,deciduousbirds,0.228,0.036,0.148,0.048,0.132
BCR4,1,deciduousbirds,0.123,0.094,0.143,0.159,0.146
BCR4,1,deciduousbirds,0.129,0.062,0.049,0.051,0.108
BCR4,1,deciduousbirds,0.141,0.098,0.06,0.081,0.12
BCR4,1,deciduousbirds,0.219,0.054,0.064,0.041,0.117
BCR4,1,deciduousbirds,0.098,0.05,0.09,0.042,0.107
BCR4,1,deciduousbirds,0.231,0.132,0.061,0.057,0.11
BCR4,1,deciduousbirds,0.219,0.119,0.047,0.049,0.109
BCR4,1,deciduousbirds,0.095,0.079,0.054,0.04,0.09
BCR4,1,deciduousbirds,0.146,0.134,0.063,0.057,0.103
BCR4,1,deciduousbirds,0.055,0.076,0.093,0.058,0.14
BCR4,1,deciduousbirds,0.086,0.077,0.048,0.091,0.071
BCR4,1,deciduousbirds,0.104,0.038,0.081,0.085,0.091
BCR4,1,deciduousbirds,0.069,0.076,0.056,0.044,0.081
BCR4,1,deciduousbirds,0.091,0.075,0.062,0.04,0.088
BCR4,1,deciduousbirds,0.049,0.105,0.027,0.036,0.08
BCR4,1,deciduousbirds,0.055,0.046,0.059,0.034,0.094
BCR4,1,deciduousbirds,0.075,0.12,0.062,0.056,0.087
BCR4,1,deciduousbirds,0.07,0.066,0.058,0.045,0.091
BCR4,1,deciduousbirds,0.066,0.071,0.055,0.045,0.077
BCR4,1,deciduousbirds,0.217,0.116,0.056,0.058,0.11
BCR4,1,deciduousbirds,0.205,0.104,0.042,0.049,0.109
BCR4,1,deciduousbirds,0.085,0.069,0.048,0.041,0.09
BCR4,1,deciduousbirds,0.051,0.1,0.026,0.037,0.077
BCR4,1,deciduousbirds,0.05,0.041,0.046,0.034,0.095
BCR4,1,deciduousbirds,0.087,0.113,0.058,0.056,0.09
BCR4,1,deciduousbirds,0.069,0.061,0.055,0.045,0.085
BCR4,1,deciduousbirds,0.135,0.119,0.059,0.058,0.104
BCR4,1,deciduousbirds,0.047,0.063,0.087,0.058,0.14
BCR4,1,deciduousbirds,0.362,0.147,0.154,0.193,0.159
BCR4,1,deciduousbirds,0.344,0.11,0.12,0.184,0.101
BCR4,1,deciduousbirds,0.362,0.153,0.158,0.182,0.161
BCR4,1,deciduousbirds,0.258,0.054,0.131,0.058,0.136
BCR4,1,deciduousbirds,0.242,0.021,0.087,0.056,0.085
BCR4,1,deciduousbirds,0.258,0.053,0.134,0.068,0.138
BCR4,1,deciduousbirds,0.081,0.052,0.037,0.03,0.091
BCR4,1,deciduousbirds,0.071,0.044,0.024,0.024,0.119
BCR4,1,deciduousbirds,0.129,0.03,0.062,0.061,0.088
BCR4,1,deciduousbirds,0.17,0.09,0.049,0.045,0.084
BCR4,1,deciduousbirds,0.157,0.076,0.056,0.039,0.083
BCR4,1,deciduousbirds,0.081,0.043,0.065,0.034,0.062
BCR4,1,deciduousbirds,0.085,0.061,0.027,0.056,0.062
BCR4,1,deciduousbirds,0.095,0.047,0.063,0.032,0.069
BCR4,1,deciduousbirds,0.044,0.086,0.052,0.044,0.062
BCR4,1,deciduousbirds,0.129,0.022,0.062,0.049,0.094
BCR4,1,deciduousbirds,0.086,0.093,0.06,0.046,0.075
BCR4,1,deciduousbirds,0.125,0.039,0.081,0.046,0.119
BCR4,1,deciduousbirds,0.23,0.026,0.086,0.054,0.085
BCR4,1,deciduousbirds,0.104,0.039,0.032,0.032,0.068
BCR4,1,deciduousbirds,0.104,0.036,0.031,0.02,0.072
BCR4,1,deciduousbirds,0.238,0.053,0.127,0.061,0.133
BCR4,1,deciduousbirds,0.222,0.031,0.083,0.059,0.083
BCR4,1,deciduousbirds,0.238,0.05,0.13,0.072,0.136
BCR4,1,deciduousbirds,0.176,0.051,0.066,0.054,0.136
BCR4,1,deciduousbirds,0.164,0.038,0.06,0.043,0.135
BCR4,1,deciduousbirds,0.104,0.032,0.032,0.016,0.115
BCR4,1,deciduousbirds,0.104,0.047,0.061,0.033,0.113
BCR4,1,deciduousbirds,0.104,0.053,0.063,0.029,0.128
BCR4,1,deciduousbirds,0.084,0.065,0.102,0.055,0.166
BCR4,1,deciduousbirds,0.381,0.178,0.133,0.171,0.147
BCR4,1,deciduousbirds,0.362,0.147,0.088,0.162,0.09
BCR4,1,deciduousbirds,0.381,0.185,0.136,0.16,0.15
BCR4,1,deciduousbirds,0.379,0.185,0.136,0.163,0.149
BCR4,1,deciduousbirds,0.107,0.037,0.035,0.057,0.091
BCR4,1,deciduousbirds,0.141,0.066,0.062,0.057,0.088
BCR4,1,deciduousbirds,0.106,0.033,0.037,0.052,0.093
BCR4,1,deciduousbirds,0.143,0.077,0.065,0.045,0.097
BCR4,1,deciduousbirds,0.379,0.185,0.136,0.162,0.15
BCR4,1,deciduousbirds,0.127,0.066,0.054,0.052,0.084
BCR4,1,deciduousbirds,0.093,0.032,0.042,0.047,0.094
BCR4,1,deciduousbirds,0.129,0.071,0.057,0.04,0.093
BCR4,1,deciduousbirds,0.136,0.08,0.048,0.16,0.105
BCR4,1,deciduousbirds,0.167,0.124,0.096,0.157,0.136
BCR4,1,deciduousbirds,0.204,0.138,0.134,0.144,0.152
BCR4,1,deciduousbirds,0.234,0.068,0.073,0.043,0.126
BCR4,1,deciduousbirds,0.227,0.069,0.089,0.05,0.127
BCR4,1,deciduousbirds,0.274,0.054,0.032,0.046,0.097
BCR4,1,deciduousbirds,0.261,0.043,0.027,0.036,0.097
BCR4,1,deciduousbirds,0.216,0.064,0.054,0.015,0.061
BCR4,1,deciduousbirds,0.246,0.055,0.042,0.046,0.083
BCR4,1,deciduousbirds,0.207,0.089,0.052,0.022,0.063
BCR4,1,deciduousbirds,0.248,0.051,0.039,0.025,0.073
BCR4,1,deciduousbirds,0.224,0.07,0.089,0.038,0.138
BCR4,1,deciduousbirds,0.246,0.048,0.046,0.019,0.083
BCR4,1,deciduousbirds,0.193,0.1,0.062,0.045,0.12
BCR4,1,deciduousbirds,0.202,0.079,0.107,0.074,0.141
BCR4,1,deciduousbirds,0.192,0.096,0.082,0.035,0.062
BCR4,1,deciduousbirds,0.222,0.046,0.06,0.069,0.091
BCR4,1,deciduousbirds,0.183,0.114,0.079,0.044,0.066
BCR4,1,deciduousbirds,0.222,0.053,0.064,0.028,0.074
BCR4,1,deciduousbirds,0.199,0.086,0.108,0.062,0.152
BCR4,1,deciduousbirds,0.196,0.119,0.113,0.183,0.128
BCR4,1,deciduousbirds,0.097,0.148,0.106,0.143,0.052
BCR4,1,deciduousbirds,0.171,0.084,0.071,0.174,0.082
BCR4,1,deciduousbirds,0.11,0.155,0.102,0.15,0.06
BCR4,1,deciduousbirds,0.125,0.106,0.091,0.137,0.06
BCR4,1,deciduousbirds,0.201,0.126,0.116,0.172,0.134
BCR4,1,deciduousbirds,0.237,0.085,0.051,0.061,0.066
BCR4,1,deciduousbirds,0.238,0.121,0.062,0.089,0.093
BCR4,1,deciduousbirds,0.244,0.068,0.06,0.04,0.068
BCR4,1,deciduousbirds,0.182,0.057,0.085,0.045,0.096
BCR4,1,deciduousbirds,0.246,0.074,0.063,0.039,0.094
BCR4,1,deciduousbirds,0.151,0.087,0.026,0.077,0.117
BCR4,1,deciduousbirds,0.204,0.05,0.063,0.039,0.057
BCR4,1,deciduousbirds,0.196,0.102,0.082,0.105,0.075
BCR4,1,deciduousbirds,0.203,0.056,0.065,0.029,0.055
BCR4,1,deciduousbirds,0.242,0.088,0.128,0.076,0.082
BCR4,1,deciduousbirds,0.184,0.062,0.081,0.053,0.099
BCR4,1,deciduousbirds,0.254,0.081,0.062,0.032,0.095
BCR4,1,deciduousbirds,0.204,0.059,0.074,0.028,0.095
BCR4,1,deciduousbirds,0.244,0.071,0.062,0.043,0.074
BCR4,1,deciduousbirds,0.239,0.133,0.099,0.1,0.118
BCR4,1,deciduousbirds,0.268,0.121,0.143,0.07,0.133
BCR4,1,deciduousbirds,0.208,0.061,0.077,0.029,0.092
BCR4,1,deciduousbirds,0.231,0.08,0.067,0.043,0.099
BCR4,1,deciduousbirds,0.269,0.109,0.081,0.035,0.114
BCR4,1,deciduousbirds,0.273,0.117,0.09,0.092,0.111
BCR4,1,deciduousbirds,0.275,0.117,0.09,0.093,0.11
BCR4,1,deciduousbirds,0.25,0.106,0.094,0.112,0.105
BCR4,1,deciduousbirds,0.259,0.107,0.097,0.085,0.124
BCR4,1,deciduousbirds,0.352,0.155,0.119,0.12,0.142
BCR4,1,deciduousbirds,0.286,0.129,0.111,0.134,0.115
BCR4,1,deciduousbirds,0.333,0.144,0.102,0.08,0.101
BCR4,0,deciduousbirds,0.666,0.375,0.429,0.291,0.41
BCR4,0,deciduousbirds,0.667,0.38,0.395,0.268,0.395
BCR4,0,deciduousbirds,0.373,0.349,0.358,0.267,0.358
BCR4,0,deciduousbirds,0.474,0.413,0.386,0.348,0.399
BCR4,0,deciduousbirds,0.467,0.478,0.396,0.348,0.386
BCR4,0,deciduousbirds,0.286,0.339,0.377,0.279,0.372
BCR4,0,deciduousbirds,0.352,0.407,0.391,0.288,0.375
BCR4,0,deciduousbirds,0.294,0.368,0.362,0.216,0.365
BCR4,0,deciduousbirds,0.303,0.298,0.284,0.248,0.318
BCR4,0,deciduousbirds,0.318,0.319,0.288,0.301,0.314
BCR4,0,deciduousbirds,0.471,0.328,0.345,0.204,0.353
BCR4,0,deciduousbirds,0.509,0.36,0.429,0.245,0.389
BCR4,0,deciduousbirds,0.636,0.388,0.464,0.215,0.41
BCR4,0,deciduousbirds,0.235,0.263,0.238,0.274,0.279
BCR4,0,deciduousbirds,0.244,0.266,0.244,0.272,0.285
BCR4,0,deciduousbirds,0.154,0.201,0.292,0.241,0.229
BCR4,0,deciduousbirds,0.158,0.259,0.288,0.244,0.226
BCR4,0,deciduousbirds,0.234,0.261,0.237,0.274,0.278
BCR4,0,deciduousbirds,0.515,0.265,0.389,0.278,0.369
BCR4,0,deciduousbirds,0.545,0.273,0.375,0.223,0.36
BCR4,0,deciduousbirds,0.299,0.263,0.34,0.221,0.35
BCR4,0,deciduousbirds,0.403,0.328,0.371,0.305,0.371
BCR4,0,deciduousbirds,0.402,0.368,0.376,0.306,0.364
BCR4,0,deciduousbirds,0.163,0.239,0.356,0.235,0.347
BCR4,0,deciduousbirds,0.249,0.296,0.368,0.243,0.344
BCR4,0,deciduousbirds,0.457,0.238,0.365,0.245,0.348
BCR4,0,deciduousbirds,0.465,0.234,0.343,0.217,0.336
BCR4,0,deciduousbirds,0.246,0.223,0.305,0.215,0.323
BCR4,0,deciduousbirds,0.348,0.289,0.345,0.299,0.357
BCR4,0,deciduousbirds,0.348,0.334,0.344,0.301,0.349
BCR4,0,deciduousbirds,0.195,0.26,0.328,0.237,0.329
BCR4,0,deciduousbirds,0.244,0.258,0.32,0.226,0.332
BCR4,0,deciduousbirds,0.231,0.289,0.341,0.203,0.334
BCR4,0,deciduousbirds,0.27,0.208,0.238,0.313,0.285
BCR4,0,deciduousbirds,0.411,0.225,0.299,0.214,0.318
BCR4,0,deciduousbirds,0.45,0.262,0.381,0.256,0.358
BCR4,0,deciduousbirds,0.549,0.307,0.414,0.225,0.382
BCR4,0,deciduousbirds,0.122,0.218,0.324,0.23,0.33
BCR4,0,deciduousbirds,0.435,0.244,0.354,0.231,0.346
BCR4,0,deciduousbirds,0.444,0.243,0.335,0.208,0.334
BCR4,0,deciduousbirds,0.228,0.232,0.298,0.206,0.314
BCR4,0,deciduousbirds,0.329,0.298,0.339,0.289,0.355
BCR4,0,deciduousbirds,0.329,0.337,0.336,0.29,0.347
BCR4,0,deciduousbirds,0.121,0.209,0.31,0.22,0.325
BCR4,0,deciduousbirds,0.179,0.266,0.318,0.227,0.327
BCR4,0,deciduousbirds,0.492,0.281,0.365,0.258,0.372
BCR4,0,deciduousbirds,0.372,0.304,0.321,0.238,0.336
BCR4,0,deciduousbirds,0.815,0.43,0.443,0.377,0.452
BCR4,0,deciduousbirds,0.357,0.239,0.302,0.204,0.256
BCR4,0,deciduousbirds,0.532,0.386,0.38,0.266,0.38
BCR4,0,deciduousbirds,0.521,0.38,0.371,0.263,0.374
BCR4,0,deciduousbirds,0.519,0.38,0.371,0.26,0.373
BCR4,0,deciduousbirds,0.5,0.421,0.41,0.378,0.414
BCR4,0,deciduousbirds,0.358,0.331,0.373,0.249,0.396
BCR4,0,deciduousbirds,0.603,0.488,0.439,0.462,0.458
BCR4,0,deciduousbirds,0.357,0.348,0.39,0.257,0.404
BCR4,0,deciduousbirds,0.592,0.523,0.443,0.458,0.44
BCR4,0,deciduousbirds,0.365,0.382,0.42,0.283,0.426
BCR4,0,deciduousbirds,0.408,0.392,0.424,0.388,0.427
BCR4,0,deciduousbirds,0.476,0.455,0.436,0.399,0.43
BCR4,0,deciduousbirds,0.423,0.402,0.4,0.325,0.418
BCR4,0,deciduousbirds,0.436,0.431,0.418,0.301,0.422
BCR4,0,deciduousbirds,0.418,0.329,0.318,0.358,0.368
BCR4,0,deciduousbirds,0.4,0.265,0.285,0.213,0.291
BCR4,0,deciduousbirds,0.45,0.349,0.316,0.412,0.36
BCR4,0,deciduousbirds,0.446,0.268,0.251,0.306,0.206
BCR4,0,deciduousbirds,0.536,0.332,0.298,0.267,0.347
BCR4,0,deciduousbirds,0.467,0.305,0.356,0.237,0.325
BCR4,0,deciduousbirds,0.578,0.357,0.33,0.288,0.372
BCR4,0,deciduousbirds,0.656,0.311,0.304,0.21,0.359
BCR4,0,deciduousbirds,0.596,0.365,0.378,0.312,0.409
BCR4,0,deciduousbirds,0.457,0.318,0.343,0.257,0.341
BCR4,0,deciduousbirds,0.645,0.403,0.457,0.354,0.448
BCR4,0,deciduousbirds,0.705,0.358,0.386,0.286,0.414
BCR4,0,deciduousbirds,0.77,0.446,0.489,0.322,0.47
BCR4,0,deciduousbirds,0.24,0.252,0.307,0.213,0.327
BCR4,0,deciduousbirds,0.408,0.224,0.297,0.222,0.314
BCR4,0,deciduousbirds,0.524,0.3,0.403,0.211,0.378
BCR4,0,deciduousbirds,0.535,0.388,0.41,0.207,0.422
BCR4,0,deciduousbirds,0.531,0.391,0.412,0.212,0.406
BCR4,0,deciduousbirds,0.512,0.285,0.347,0.243,0.361
BCR4,0,deciduousbirds,0.302,0.275,0.311,0.242,0.333
BCR4,0,deciduousbirds,0.393,0.341,0.349,0.325,0.375
BCR4,0,deciduousbirds,0.388,0.377,0.349,0.326,0.367
BCR4,0,deciduousbirds,0.178,0.25,0.323,0.255,0.344
BCR4,0,deciduousbirds,0.25,0.306,0.331,0.263,0.346
BCR4,0,deciduousbirds,0.287,0.202,0.212,0.276,0.281
BCR4,0,deciduousbirds,0.43,0.258,0.357,0.219,0.357
BCR4,0,deciduousbirds,0.528,0.389,0.414,0.219,0.408
BCR4,0,deciduousbirds,0.38,0.296,0.307,0.214,0.323
BCR4,0,deciduousbirds,0.201,0.285,0.265,0.212,0.306
BCR4,0,deciduousbirds,0.289,0.349,0.311,0.296,0.345
BCR4,0,deciduousbirds,0.287,0.357,0.307,0.297,0.337
BCR4,0,deciduousbirds,0.151,0.268,0.276,0.226,0.312
BCR4,0,deciduousbirds,0.188,0.295,0.283,0.234,0.315
BCR4,0,deciduousbirds,0.53,0.385,0.411,0.211,0.424
BCR4,0,deciduousbirds,0.525,0.388,0.414,0.215,0.408
BCR4,0,deciduousbirds,0.496,0.369,0.335,0.255,0.35
BCR4,0,deciduousbirds,0.496,0.369,0.335,0.255,0.35
BCR4,0,deciduousbirds,0.496,0.369,0.335,0.255,0.35
BCR4,0,deciduousbirds,0.496,0.369,0.335,0.255,0.35
BCR4,0,deciduousbirds,0.496,0.369,0.335,0.255,0.35
BCR4,0,deciduousbirds,0.833,0.426,0.424,0.345,0.437
BCR4,0,deciduousbirds,0.485,0.361,0.327,0.256,0.343
BCR4,0,deciduousbirds,0.485,0.361,0.327,0.256,0.343
BCR4,0,deciduousbirds,0.509,0.418,0.385,0.352,0.399
BCR4,0,deciduousbirds,0.377,0.321,0.356,0.225,0.381
BCR4,0,deciduousbirds,0.607,0.484,0.424,0.435,0.442
BCR4,0,deciduousbirds,0.375,0.339,0.374,0.233,0.389
BCR4,0,deciduousbirds,0.596,0.52,0.421,0.432,0.425
BCR4,0,deciduousbirds,0.384,0.372,0.398,0.258,0.41
BCR4,0,deciduousbirds,0.417,0.39,0.397,0.363,0.412
BCR4,0,deciduousbirds,0.478,0.451,0.407,0.373,0.415
BCR4,0,deciduousbirds,0.442,0.402,0.368,0.3,0.403
BCR4,0,deciduousbirds,0.455,0.435,0.385,0.276,0.407
BCR4,0,deciduousbirds,0.425,0.331,0.288,0.333,0.354
