bcr,rep,species,dissim,ks_cmi,ks_gpp,ks_led,bc_lcc
BCR4,1,deciduousbirds,0.089,0.109,0.139,0.116,0.129
BCR4,1,deciduousbirds,0.074,0.099,0.141,0.134,0.108
BCR4,1,deciduousbirds,0.106,0.091,0.047,0.101,0.075
BCR4,1,deciduousbirds,0.122,0.073,0.1,0.061,0.164
BCR4,1,deciduousbirds,0.139,0.186,0.04,0.024,0.048
BCR4,1,deciduousbirds,0.098,0.083,0.074,0.023,0.123
BCR4,1,deciduousbirds,0.173,0.076,0.08,0.059,0.118
BCR4,1,deciduousbirds,0.145,0.097,0.04,0.137,0.088
BCR4,1,deciduousbirds,0.175,0.103,0.062,0.038,0.096
BCR4,1,deciduousbirds,0.075,0.09,0.047,0.086,0.105
BCR4,1,deciduousbirds,0.065,0.081,0.054,0.057,0.071
BCR4,1,deciduousbirds,0.112,0.071,0.048,0.077,0.109
BCR4,1,deciduousbirds,0.222,0.11,0.032,0.118,0.116
BCR4,1,deciduousbirds,0.127,0.058,0.053,0.079,0.085
BCR4,1,deciduousbirds,0.086,0.1,0.132,0.076,0.158
BCR4,1,deciduousbirds,0.112,0.171,0.056,0.066,0.148
BCR4,1,deciduousbirds,0.138,0.05,0.053,0.036,0.08
BCR4,1,deciduousbirds,0.132,0.135,0.03,0.163,0.096
BCR4,1,deciduousbirds,0.13,0.105,0.069,0.083,0.106
BCR4,1,deciduousbirds,0.084,0.041,0.155,0.097,0.131
BCR4,1,deciduousbirds,0.134,0.131,0.025,0.071,0.098
BCR4,1,deciduousbirds,0.157,0.124,0.028,0.039,0.093
BCR4,1,deciduousbirds,0.074,0.024,0.144,0.149,0.085
BCR4,1,deciduousbirds,0.164,0.084,0.043,0.072,0.133
BCR4,1,deciduousbirds,0.106,0.182,0.035,0.135,0.12
BCR4,1,deciduousbirds,0.083,0.133,0.045,0.082,0.115
BCR4,1,deciduousbirds,0.135,0.197,0.094,0.09,0.147
BCR4,1,deciduousbirds,0.169,0.095,0.096,0.063,0.109
BCR4,1,deciduousbirds,0.178,0.121,0.07,0.047,0.082
BCR4,1,deciduousbirds,0.103,0.098,0.062,0.091,0.105
BCR4,1,deciduousbirds,0.101,0.147,0.035,0.03,0.098
BCR4,1,deciduousbirds,0.097,0.056,0.031,0.131,0.086
BCR4,1,deciduousbirds,0.206,0.164,0.043,0.052,0.188
BCR4,1,deciduousbirds,0.138,0.162,0.029,0.109,0.131
BCR4,1,deciduousbirds,0.222,0.116,0.07,0.025,0.088
BCR4,1,deciduousbirds,0.215,0.107,0.04,0.06,0.131
BCR4,1,deciduousbirds,0.175,0.122,0.035,0.158,0.102
BCR4,1,deciduousbirds,0.084,0.165,0.047,0.08,0.089
BCR4,0,deciduousbirds,0.329,0.262,0.238,0.211,0.316
BCR4,0,deciduousbirds,0.438,0.438,0.296,0.207,0.28
BCR4,0,deciduousbirds,0.477,0.365,0.305,0.242,0.33
BCR4,0,deciduousbirds,0.491,0.516,0.356,0.411,0.213
BCR4,0,deciduousbirds,0.315,0.421,0.241,0.204,0.225
BCR4,0,deciduousbirds,0.425,0.217,0.245,0.267,0.227
BCR4,0,deciduousbirds,0.364,0.449,0.249,0.242,0.31
BCR4,0,deciduousbirds,0.265,0.237,0.282,0.251,0.224
BCR4,0,deciduousbirds,0.608,0.257,0.467,0.23,0.398
BCR4,0,deciduousbirds,0.492,0.438,0.361,0.204,0.279
BCR4,0,deciduousbirds,0.298,0.275,0.391,0.269,0.219
BCR4,0,deciduousbirds,0.4,0.491,0.648,0.37,0.325
BCR4,0,deciduousbirds,0.423,0.532,0.21,0.329,0.262
BCR4,0,deciduousbirds,0.485,0.425,0.361,0.238,0.248
BCR4,0,deciduousbirds,0.477,0.228,0.355,0.355,0.211
BCR4,0,deciduousbirds,0.346,0.444,0.345,0.246,0.212
BCR4,0,deciduousbirds,0.702,0.754,0.28,0.285,0.293
BCR4,0,deciduousbirds,0.294,0.39,0.346,0.207,0.207
BCR4,0,deciduousbirds,0.427,0.339,0.355,0.233,0.376
BCR4,0,deciduousbirds,0.229,0.488,0.344,0.208,0.276
BCR4,0,deciduousbirds,0.549,0.552,0.362,0.374,0.306
BCR4,0,deciduousbirds,0.224,0.423,0.454,0.233,0.325
BCR4,0,deciduousbirds,0.432,0.316,0.329,0.234,0.273
BCR4,0,deciduousbirds,0.347,0.224,0.202,0.289,0.201
BCR4,0,deciduousbirds,0.229,0.474,0.348,0.255,0.292
BCR4,0,deciduousbirds,0.28,0.228,0.209,0.203,0.247
BCR4,0,deciduousbirds,0.163,0.231,0.333,0.224,0.329
BCR4,0,deciduousbirds,0.34,0.307,0.479,0.282,0.262
BCR4,0,deciduousbirds,0.272,0.202,0.31,0.343,0.242
BCR4,0,deciduousbirds,0.269,0.207,0.286,0.31,0.239
BCR4,0,deciduousbirds,0.638,0.375,0.34,0.301,0.288
BCR4,0,deciduousbirds,0.385,0.409,0.203,0.216,0.248
BCR4,0,deciduousbirds,0.219,0.473,0.372,0.295,0.275
BCR4,0,deciduousbirds,0.362,0.216,0.286,0.26,0.291
BCR4,0,deciduousbirds,0.215,0.233,0.397,0.22,0.264
BCR4,0,deciduousbirds,0.397,0.458,0.241,0.287,0.312
BCR4,0,deciduousbirds,0.479,0.314,0.398,0.229,0.302
BCR4,0,deciduousbirds,0.129,0.299,0.249,0.292,0.221
BCR4,0,deciduousbirds,0.408,0.519,0.249,0.257,0.235
BCR4,0,deciduousbirds,0.484,0.405,0.34,0.269,0.286
BCR4,0,deciduousbirds,0.654,0.259,0.385,0.244,0.335
BCR4,0,deciduousbirds,0.298,0.251,0.264,0.225,0.271
BCR4,0,deciduousbirds,0.25,0.352,0.235,0.23,0.253
BCR4,0,deciduousbirds,0.282,0.225,0.253,0.297,0.26
BCR4,0,deciduousbirds,0.397,0.228,0.451,0.231,0.213
BCR4,0,deciduousbirds,0.196,0.557,0.346,0.22,0.225
BCR4,0,deciduousbirds,0.633,0.399,0.32,0.229,0.266
BCR4,0,deciduousbirds,0.35,0.476,0.25,0.387,0.301
BCR4,0,deciduousbirds,0.299,0.743,0.305,0.531,0.277
BCR4,0,deciduousbirds,0.273,0.262,0.331,0.3,0.331
BCR4,0,deciduousbirds,0.671,0.81,0.236,0.211,0.354
BCR4,0,deciduousbirds,0.181,0.481,0.334,0.219,0.275
BCR4,0,deciduousbirds,0.495,0.547,0.231,0.243,0.233
BCR4,0,deciduousbirds,0.638,0.457,0.245,0.279,0.26
BCR4,0,deciduousbirds,0.307,0.348,0.294,0.254,0.27
BCR4,0,deciduousbirds,0.422,0.373,0.221,0.253,0.263
BCR4,0,deciduousbirds,0.159,0.339,0.528,0.383,0.299
BCR4,0,deciduousbirds,0.241,0.302,0.205,0.32,0.201
BCR4,0,deciduousbirds,0.201,0.373,0.249,0.252,0.251
BCR4,0,deciduousbirds,0.499,0.443,0.274,0.285,0.263
BCR4,0,deciduousbirds,0.549,0.269,0.255,0.288,0.236
BCR4,0,deciduousbirds,0.194,0.444,0.334,0.304,0.278
BCR4,0,deciduousbirds,0.375,0.388,0.578,0.386,0.284
BCR4,0,deciduousbirds,0.414,0.231,0.332,0.274,0.246
BCR4,0,deciduousbirds,0.491,0.423,0.476,0.303,0.3
BCR4,0,deciduousbirds,0.255,0.297,0.22,0.319,0.237
BCR4,0,deciduousbirds,0.308,0.283,0.426,0.31,0.306
BCR4,0,deciduousbirds,0.313,0.367,0.401,0.221,0.343
BCR4,0,deciduousbirds,0.438,0.417,0.246,0.237,0.295
BCR4,0,deciduousbirds,0.163,0.311,0.395,0.269,0.209
BCR4,0,deciduousbirds,0.491,0.315,0.468,0.321,0.27
BCR4,0,deciduousbirds,0.656,0.363,0.219,0.251,0.253
BCR4,0,deciduousbirds,0.367,0.264,0.403,0.25,0.216
BCR4,0,deciduousbirds,0.275,0.218,0.215,0.267,0.23
BCR4,0,deciduousbirds,0.591,0.456,0.661,0.252,0.328
BCR4,0,deciduousbirds,0.196,0.4,0.277,0.268,0.235
BCR4,0,deciduousbirds,0.214,0.279,0.265,0.264,0.281
BCR4,0,deciduousbirds,0.418,0.258,0.293,0.246,0.239
BCR4,0,deciduousbirds,0.428,0.328,0.361,0.203,0.227
BCR4,0,deciduousbirds,0.579,0.666,0.235,0.201,0.254
BCR4,0,deciduousbirds,0.217,0.54,0.23,0.317,0.224
BCR4,0,deciduousbirds,0.347,0.439,0.259,0.275,0.284
BCR4,0,deciduousbirds,0.177,0.314,0.214,0.287,0.219
BCR4,0,deciduousbirds,0.565,0.524,0.4,0.378,0.29
BCR4,0,deciduousbirds,0.111,0.206,0.203,0.246,0.226
BCR4,0,deciduousbirds,0.27,0.326,0.248,0.211,0.213
BCR4,0,deciduousbirds,0.549,0.236,0.35,0.25,0.325
BCR4,0,deciduousbirds,0.304,0.3,0.404,0.207,0.244
BCR4,0,deciduousbirds,0.439,0.49,0.285,0.224,0.34
BCR4,0,deciduousbirds,0.333,0.5,0.337,0.291,0.234
BCR4,0,deciduousbirds,0.458,0.381,0.324,0.3,0.243
BCR4,0,deciduousbirds,0.24,0.421,0.294,0.205,0.258
BCR4,0,deciduousbirds,0.37,0.391,0.252,0.382,0.283
BCR4,0,deciduousbirds,0.318,0.272,0.318,0.206,0.214
BCR4,0,deciduousbirds,0.387,0.551,0.336,0.294,0.273
BCR4,0,deciduousbirds,0.253,0.261,0.287,0.228,0.294
BCR4,0,deciduousbirds,0.321,0.264,0.406,0.284,0.305
BCR4,0,deciduousbirds,0.498,0.549,0.314,0.219,0.304
BCR4,0,deciduousbirds,0.528,0.519,0.695,0.202,0.35
BCR4,0,deciduousbirds,0.47,0.489,0.398,0.375,0.272
BCR4,0,deciduousbirds,0.295,0.298,0.443,0.226,0.255
BCR4,0,deciduousbirds,0.232,0.354,0.246,0.418,0.236
BCR4,0,deciduousbirds,0.154,0.349,0.29,0.219,0.395
BCR4,0,deciduousbirds,0.414,0.459,0.355,0.274,0.307
BCR4,0,deciduousbirds,0.232,0.273,0.349,0.206,0.258
BCR4,0,deciduousbirds,0.381,0.321,0.214,0.282,0.215
BCR4,0,deciduousbirds,0.531,0.592,0.366,0.226,0.291
BCR4,0,deciduousbirds,0.445,0.38,0.348,0.325,0.248
BCR4,0,deciduousbirds,0.267,0.606,0.235,0.573,0.254
BCR4,0,deciduousbirds,0.32,0.426,0.242,0.201,0.217
BCR4,0,deciduousbirds,0.364,0.21,0.243,0.26,0.202
BCR4,0,deciduousbirds,0.367,0.307,0.284,0.206,0.223
BCR4,0,deciduousbirds,0.374,0.398,0.207,0.203,0.298
BCR4,0,deciduousbirds,0.22,0.365,0.285,0.274,0.228
BCR4,0,deciduousbirds,0.218,0.498,0.255,0.474,0.281
BCR4,0,deciduousbirds,0.231,0.349,0.366,0.261,0.275
BCR4,0,deciduousbirds,0.267,0.263,0.357,0.209,0.251
BCR4,0,deciduousbirds,0.205,0.731,0.258,0.517,0.256
BCR4,0,deciduousbirds,0.387,0.397,0.232,0.28,0.245
BCR4,0,deciduousbirds,0.444,0.228,0.224,0.206,0.266
BCR4,0,deciduousbirds,0.244,0.384,0.251,0.203,0.226
BCR4,0,deciduousbirds,0.438,0.498,0.249,0.23,0.241
BCR4,0,deciduousbirds,0.359,0.55,0.368,0.266,0.255
BCR4,0,deciduousbirds,0.502,0.269,0.4,0.283,0.28
BCR4,0,deciduousbirds,0.709,0.288,0.266,0.711,0.322
BCR4,0,deciduousbirds,0.541,0.626,0.206,0.439,0.285
BCR4,0,deciduousbirds,0.197,0.222,0.373,0.272,0.218
BCR4,0,deciduousbirds,0.33,0.281,0.372,0.275,0.209
BCR4,0,deciduousbirds,0.217,0.33,0.422,0.247,0.212
BCR4,0,deciduousbirds,0.457,0.333,0.553,0.242,0.244
BCR4,0,deciduousbirds,0.59,0.379,0.226,0.623,0.241
BCR4,0,deciduousbirds,0.549,0.204,0.211,0.626,0.239
BCR4,0,deciduousbirds,0.347,0.411,0.249,0.24,0.237
BCR4,0,deciduousbirds,0.243,0.327,0.247,0.219,0.258
BCR4,0,deciduousbirds,0.401,0.488,0.284,0.214,0.223
BCR4,0,deciduousbirds,0.367,0.336,0.23,0.216,0.231
BCR4,0,deciduousbirds,0.372,0.394,0.438,0.545,0.249
BCR4,0,deciduousbirds,0.454,0.284,0.327,0.209,0.242
BCR4,0,deciduousbirds,0.236,0.335,0.211,0.238,0.217
BCR4,0,deciduousbirds,0.155,0.285,0.268,0.216,0.228
BCR4,0,deciduousbirds,0.354,0.347,0.229,0.211,0.211
BCR4,0,deciduousbirds,0.481,0.272,0.318,0.348,0.231
BCR4,0,deciduousbirds,0.541,0.421,0.315,0.303,0.203
BCR4,0,deciduousbirds,0.317,0.438,0.256,0.293,0.243
BCR4,0,deciduousbirds,0.412,0.25,0.22,0.271,0.23
BCR4,0,deciduousbirds,0.229,0.767,0.355,0.471,0.291
BCR4,0,deciduousbirds,0.222,0.277,0.274,0.211,0.284
BCR4,0,deciduousbirds,0.506,0.473,0.23,0.217,0.251
BCR4,0,deciduousbirds,0.325,0.325,0.211,0.289,0.216
BCR4,0,deciduousbirds,0.446,0.396,0.262,0.221,0.267
BCR4,0,deciduousbirds,0.484,0.46,0.234,0.358,0.285
BCR4,0,deciduousbirds,0.473,0.522,0.209,0.237,0.305
BCR4,0,deciduousbirds,0.167,0.516,0.255,0.272,0.223
BCR4,0,deciduousbirds,0.42,0.309,0.263,0.299,0.214
BCR4,0,deciduousbirds,0.244,0.41,0.381,0.245,0.217
BCR4,0,deciduousbirds,0.416,0.214,0.324,0.234,0.205
BCR4,0,deciduousbirds,0.398,0.524,0.445,0.349,0.312
BCR4,0,deciduousbirds,0.247,0.301,0.305,0.265,0.303
BCR4,0,deciduousbirds,0.714,0.731,0.261,0.308,0.281
BCR4,0,deciduousbirds,0.318,0.245,0.276,0.256,0.271
BCR4,0,deciduousbirds,0.208,0.39,0.36,0.271,0.256
BCR4,0,deciduousbirds,0.537,0.552,0.419,0.374,0.309
BCR4,0,deciduousbirds,0.362,0.234,0.201,0.206,0.218
BCR4,0,deciduousbirds,0.268,0.253,0.224,0.24,0.208
BCR4,0,deciduousbirds,0.215,0.223,0.292,0.218,0.26
BCR4,0,deciduousbirds,0.367,0.56,0.344,0.44,0.259
BCR4,0,deciduousbirds,0.253,0.334,0.332,0.468,0.247
BCR4,0,deciduousbirds,0.542,0.584,0.233,0.286,0.279
BCR4,0,deciduousbirds,0.251,0.415,0.395,0.256,0.274
BCR4,0,deciduousbirds,0.218,0.281,0.266,0.278,0.263
BCR4,0,deciduousbirds,0.209,0.346,0.224,0.282,0.228
BCR4,0,deciduousbirds,0.162,0.297,0.203,0.21,0.239
BCR4,0,deciduousbirds,0.42,0.344,0.374,0.27,0.267
BCR4,0,deciduousbirds,0.419,0.507,0.292,0.216,0.317
BCR4,0,deciduousbirds,0.471,0.459,0.287,0.261,0.259
BCR4,0,deciduousbirds,0.368,0.248,0.242,0.203,0.259
BCR4,0,deciduousbirds,0.425,0.431,0.253,0.232,0.252
BCR4,0,deciduousbirds,0.395,0.366,0.259,0.214,0.22
BCR4,0,deciduousbirds,0.451,0.288,0.32,0.222,0.299
BCR4,0,deciduousbirds,0.468,0.216,0.411,0.349,0.334
BCR4,0,deciduousbirds,0.195,0.216,0.33,0.241,0.246
BCR4,0,deciduousbirds,0.283,0.201,0.354,0.339,0.229
BCR4,0,deciduousbirds,0.415,0.377,0.52,0.293,0.255
BCR4,0,deciduousbirds,0.476,0.342,0.489,0.202,0.245
BCR4,0,deciduousbirds,0.296,0.364,0.332,0.239,0.216
BCR4,0,deciduousbirds,0.426,0.33,0.271,0.308,0.22
BCR4,0,deciduousbirds,0.234,0.302,0.295,0.293,0.203
BCR4,0,deciduousbirds,0.338,0.369,0.257,0.277,0.203
BCR4,0,deciduousbirds,0.244,0.401,0.29,0.249,0.255
BCR4,0,deciduousbirds,0.318,0.52,0.393,0.349,0.249
BCR4,0,deciduousbirds,0.356,0.505,0.23,0.259,0.23
BCR4,0,deciduousbirds,0.549,0.574,0.277,0.281,0.248
BCR4,0,deciduousbirds,0.202,0.267,0.284,0.214,0.216
BCR4,0,deciduousbirds,0.673,0.383,0.387,0.266,0.349
BCR4,0,deciduousbirds,0.567,0.752,0.319,0.502,0.279
BCR4,0,deciduousbirds,0.4,0.576,0.295,0.219,0.238
BCR4,0,deciduousbirds,0.531,0.347,0.247,0.214,0.226
BCR4,0,deciduousbirds,0.331,0.234,0.41,0.271,0.298
BCR4,0,deciduousbirds,0.273,0.272,0.359,0.396,0.244
BCR4,0,deciduousbirds,0.176,0.352,0.221,0.221,0.215
BCR4,0,deciduousbirds,0.314,0.265,0.273,0.223,0.239
BCR4,0,deciduousbirds,0.608,0.683,0.31,0.303,0.232
BCR4,0,deciduousbirds,0.204,0.296,0.416,0.209,0.202
BCR4,0,deciduousbirds,0.568,0.589,0.304,0.486,0.238
BCR4,0,deciduousbirds,0.452,0.294,0.278,0.286,0.218
BCR4,0,deciduousbirds,0.424,0.484,0.344,0.26,0.309
BCR4,0,deciduousbirds,0.265,0.214,0.262,0.222,0.217
BCR4,0,deciduousbirds,0.491,0.514,0.263,0.205,0.232
BCR4,0,deciduousbirds,0.562,0.283,0.202,0.3,0.219
BCR4,0,deciduousbirds,0.394,0.411,0.466,0.277,0.291
BCR4,0,deciduousbirds,0.193,0.254,0.248,0.204,0.22
BCR4,0,deciduousbirds,0.472,0.269,0.224,0.213,0.241
BCR4,0,deciduousbirds,0.677,0.686,0.28,0.23,0.325
BCR4,0,deciduousbirds,0.382,0.454,0.253,0.288,0.274
BCR4,0,deciduousbirds,0.191,0.398,0.421,0.212,0.208
BCR4,0,deciduousbirds,0.204,0.649,0.328,0.548,0.272
BCR4,0,deciduousbirds,0.565,0.321,0.228,0.228,0.248
BCR4,0,deciduousbirds,0.517,0.612,0.457,0.279,0.389
BCR4,0,deciduousbirds,0.548,0.32,0.301,0.219,0.209
BCR4,0,deciduousbirds,0.409,0.204,0.254,0.52,0.244
BCR4,0,deciduousbirds,0.543,0.454,0.327,0.286,0.303
BCR4,0,deciduousbirds,0.415,0.764,0.22,0.501,0.256
BCR4,0,deciduousbirds,0.421,0.494,0.294,0.358,0.222
BCR4,0,deciduousbirds,0.567,0.613,0.289,0.305,0.202
BCR4,0,deciduousbirds,0.139,0.266,0.376,0.288,0.243
BCR4,0,deciduousbirds,0.38,0.257,0.251,0.258,0.236
BCR4,0,deciduousbirds,0.294,0.323,0.417,0.255,0.321
BCR4,0,deciduousbirds,0.616,0.676,0.292,0.226,0.222
BCR4,0,deciduousbirds,0.442,0.355,0.395,0.23,0.34
BCR4,0,deciduousbirds,0.171,0.229,0.236,0.281,0.215
BCR4,0,deciduousbirds,0.062,0.283,0.337,0.209,0.25
BCR4,0,deciduousbirds,0.393,0.418,0.382,0.286,0.263
BCR4,0,deciduousbirds,0.283,0.405,0.317,0.259,0.255
BCR4,0,deciduousbirds,0.477,0.224,0.273,0.207,0.201
BCR4,0,deciduousbirds,0.367,0.457,0.267,0.252,0.308
BCR4,0,deciduousbirds,0.181,0.362,0.302,0.25,0.229
BCR4,0,deciduousbirds,0.394,0.335,0.218,0.238,0.206
BCR4,0,deciduousbirds,0.455,0.297,0.283,0.303,0.211
BCR4,0,deciduousbirds,0.47,0.264,0.323,0.215,0.227
BCR4,0,deciduousbirds,0.68,0.427,0.312,0.372,0.203
BCR4,0,deciduousbirds,0.403,0.399,0.278,0.262,0.227
BCR4,0,deciduousbirds,0.319,0.249,0.206,0.293,0.214
BCR4,0,deciduousbirds,0.437,0.493,0.218,0.209,0.204
BCR4,0,deciduousbirds,0.278,0.402,0.282,0.201,0.233
BCR4,0,deciduousbirds,0.235,0.328,0.269,0.202,0.256
BCR4,0,deciduousbirds,0.106,0.31,0.244,0.212,0.303
BCR4,0,deciduousbirds,0.578,0.646,0.249,0.26,0.295
BCR4,0,deciduousbirds,0.212,0.361,0.277,0.21,0.22
BCR4,0,deciduousbirds,0.28,0.416,0.368,0.361,0.206
BCR4,0,deciduousbirds,0.663,0.432,0.301,0.343,0.244
BCR4,0,deciduousbirds,0.489,0.353,0.283,0.357,0.298
BCR4,0,deciduousbirds,0.36,0.447,0.259,0.239,0.203
BCR4,0,deciduousbirds,0.389,0.635,0.414,0.45,0.294
BCR4,0,deciduousbirds,0.235,0.261,0.232,0.222,0.21
BCR4,0,deciduousbirds,0.205,0.205,0.295,0.216,0.26
BCR4,0,deciduousbirds,0.278,0.372,0.255,0.428,0.225
BCR4,0,deciduousbirds,0.204,0.346,0.231,0.25,0.211
BCR4,0,deciduousbirds,0.654,0.259,0.385,0.244,0.335
BCR4,0,deciduousbirds,0.268,0.315,0.224,0.233,0.212
BCR4,0,deciduousbirds,0.231,0.388,0.301,0.213,0.248
BCR4,0,deciduousbirds,0.522,0.54,0.238,0.214,0.277
BCR4,0,deciduousbirds,0.219,0.223,0.243,0.251,0.211
BCR4,0,deciduousbirds,0.305,0.425,0.389,0.405,0.221
BCR4,0,deciduousbirds,0.333,0.508,0.23,0.307,0.294
BCR4,0,deciduousbirds,0.485,0.54,0.212,0.275,0.202
BCR4,0,deciduousbirds,0.431,0.45,0.251,0.291,0.284
BCR4,0,deciduousbirds,0.139,0.403,0.235,0.286,0.211
BCR4,0,deciduousbirds,0.307,0.33,0.249,0.298,0.256
BCR4,0,deciduousbirds,0.397,0.577,0.232,0.256,0.363
BCR4,0,deciduousbirds,0.316,0.386,0.355,0.282,0.215
BCR4,0,deciduousbirds,0.212,0.445,0.389,0.252,0.255
BCR4,0,deciduousbirds,0.371,0.382,0.269,0.312,0.271
BCR4,0,deciduousbirds,0.609,0.241,0.375,0.257,0.289
BCR4,0,deciduousbirds,0.229,0.522,0.257,0.204,0.206
BCR4,0,deciduousbirds,0.176,0.241,0.304,0.228,0.273
BCR4,0,deciduousbirds,0.42,0.29,0.307,0.26,0.213
BCR4,0,deciduousbirds,0.33,0.322,0.379,0.535,0.254
BCR4,0,deciduousbirds,0.537,0.616,0.309,0.232,0.274
BCR4,0,deciduousbirds,0.297,0.574,0.291,0.328,0.312
BCR4,0,deciduousbirds,0.637,0.403,0.304,0.23,0.219
BCR4,0,deciduousbirds,0.209,0.38,0.268,0.225,0.251
BCR4,0,deciduousbirds,0.44,0.495,0.293,0.333,0.207
BCR4,0,deciduousbirds,0.442,0.515,0.428,0.312,0.293
BCR4,0,deciduousbirds,0.435,0.303,0.276,0.223,0.257
BCR4,0,deciduousbirds,0.251,0.285,0.268,0.496,0.22
BCR4,0,deciduousbirds,0.423,0.454,0.395,0.273,0.314
BCR4,0,deciduousbirds,0.392,0.28,0.402,0.245,0.23
BCR4,0,deciduousbirds,0.669,0.434,0.308,0.357,0.229
BCR4,0,deciduousbirds,0.513,0.361,0.559,0.352,0.283
BCR4,0,deciduousbirds,0.214,0.367,0.243,0.233,0.279
BCR4,0,deciduousbirds,0.417,0.307,0.312,0.204,0.282
BCR4,0,deciduousbirds,0.484,0.447,0.225,0.318,0.25
BCR4,0,deciduousbirds,0.277,0.43,0.204,0.222,0.24
BCR4,0,deciduousbirds,0.437,0.513,0.359,0.365,0.275
BCR4,0,deciduousbirds,0.139,0.261,0.389,0.409,0.248
BCR4,0,deciduousbirds,0.381,0.436,0.23,0.224,0.268
BCR4,0,deciduousbirds,0.187,0.308,0.21,0.206,0.236
BCR4,0,deciduousbirds,0.456,0.489,0.272,0.303,0.212
BCR4,0,deciduousbirds,0.434,0.305,0.292,0.236,0.212
BCR4,0,deciduousbirds,0.408,0.466,0.368,0.211,0.277
BCR4,0,deciduousbirds,0.386,0.554,0.329,0.226,0.388
BCR4,0,deciduousbirds,0.318,0.421,0.221,0.259,0.241
BCR4,0,deciduousbirds,0.231,0.612,0.366,0.462,0.275
BCR4,0,deciduousbirds,0.505,0.466,0.339,0.481,0.232
BCR4,0,deciduousbirds,0.316,0.365,0.274,0.339,0.281
BCR4,0,deciduousbirds,0.707,0.824,0.246,0.213,0.293
BCR4,0,deciduousbirds,0.098,0.281,0.237,0.263,0.232
BCR4,0,deciduousbirds,0.292,0.412,0.273,0.209,0.214
BCR4,0,deciduousbirds,0.352,0.434,0.258,0.249,0.255
BCR4,0,deciduousbirds,0.286,0.656,0.382,0.494,0.272
BCR4,0,deciduousbirds,0.631,0.588,0.317,0.245,0.303
BCR4,0,deciduousbirds,0.298,0.265,0.365,0.306,0.256
BCR4,0,deciduousbirds,0.379,0.4,0.274,0.26,0.289
BCR4,0,deciduousbirds,0.295,0.262,0.216,0.292,0.254
BCR4,0,deciduousbirds,0.245,0.222,0.223,0.24,0.207
BCR4,0,deciduousbirds,0.565,0.549,0.247,0.243,0.219
BCR4,0,deciduousbirds,0.452,0.514,0.203,0.203,0.254
BCR4,0,deciduousbirds,0.455,0.433,0.388,0.336,0.317
BCR4,0,deciduousbirds,0.307,0.396,0.535,0.273,0.31
BCR4,0,deciduousbirds,0.073,0.282,0.415,0.476,0.267
BCR4,0,deciduousbirds,0.489,0.513,0.357,0.52,0.262
BCR4,0,deciduousbirds,0.159,0.509,0.28,0.242,0.208
BCR4,0,deciduousbirds,0.402,0.549,0.416,0.403,0.27
BCR4,0,deciduousbirds,0.68,0.466,0.245,0.238,0.236
BCR4,0,deciduousbirds,0.328,0.332,0.213,0.333,0.268
BCR4,0,deciduousbirds,0.127,0.267,0.258,0.234,0.202
BCR4,0,deciduousbirds,0.345,0.248,0.242,0.255,0.267
BCR4,0,deciduousbirds,0.645,0.646,0.341,0.261,0.331
BCR4,0,deciduousbirds,0.361,0.388,0.269,0.277,0.224
BCR4,0,deciduousbirds,0.178,0.299,0.275,0.274,0.268
BCR4,0,deciduousbirds,0.212,0.211,0.364,0.299,0.23
BCR4,0,deciduousbirds,0.35,0.384,0.247,0.225,0.208
BCR4,0,deciduousbirds,0.329,0.344,0.223,0.213,0.221
BCR4,0,deciduousbirds,0.33,0.302,0.436,0.225,0.342
BCR4,0,deciduousbirds,0.081,0.283,0.345,0.352,0.243
BCR4,0,deciduousbirds,0.747,0.821,0.29,0.246,0.277
BCR4,0,deciduousbirds,0.592,0.278,0.335,0.204,0.263
BCR4,0,deciduousbirds,0.294,0.293,0.343,0.233,0.206
BCR4,0,deciduousbirds,0.532,0.258,0.38,0.206,0.306
BCR4,0,deciduousbirds,0.269,0.391,0.28,0.238,0.252
BCR4,0,deciduousbirds,0.366,0.343,0.269,0.223,0.241
BCR4,0,deciduousbirds,0.387,0.633,0.206,0.276,0.249
BCR4,0,deciduousbirds,0.266,0.291,0.274,0.243,0.229
BCR4,0,deciduousbirds,0.242,0.614,0.226,0.473,0.222
BCR4,0,deciduousbirds,0.3,0.394,0.33,0.217,0.255
BCR4,0,deciduousbirds,0.426,0.465,0.275,0.35,0.218
BCR4,0,deciduousbirds,0.386,0.242,0.234,0.238,0.209
BCR4,0,deciduousbirds,0.136,0.215,0.291,0.257,0.226
BCR4,0,deciduousbirds,0.692,0.5,0.24,0.234,0.231
BCR4,0,deciduousbirds,0.487,0.462,0.205,0.273,0.244
BCR4,0,deciduousbirds,0.495,0.472,0.397,0.205,0.245
BCR4,0,deciduousbirds,0.44,0.269,0.306,0.256,0.224
BCR4,0,deciduousbirds,0.242,0.36,0.402,0.212,0.205
BCR4,0,deciduousbirds,0.15,0.448,0.301,0.333,0.252
BCR4,0,deciduousbirds,0.594,0.404,0.212,0.304,0.207
BCR4,0,deciduousbirds,0.455,0.232,0.298,0.25,0.258
BCR4,0,deciduousbirds,0.472,0.508,0.29,0.247,0.225
BCR4,0,deciduousbirds,0.387,0.454,0.225,0.235,0.233
BCR4,0,deciduousbirds,0.476,0.515,0.334,0.251,0.215
BCR4,0,deciduousbirds,0.356,0.31,0.253,0.315,0.271
